Philipp,Zuev,Alexeyevich,1989.12.4,ZuevPhilipp1989@mail.ru,20000,TRUE
Violetta,Bogdanova,Davidovna,1981.12.27,BogdanovaVioletta1981@yandex.ru,100000,TRUE
Nikita,Sokolov,Nikolaevich,1995.9.18,SokolovNikita1995@mail.ru,125000,FALSE
Lev,Popov,Nikolaevich,1984.12.23,PopovLev1984@yandex.ru,125000,FALSE
Oleg,Osipov,Davidovich,1999.10.26,OsipovOleg1999@mail.ru,75000,TRUE
Nikolay,Sokolov,Davidovich,1988.9.3,SokolovNikolay1988@google.com,200000,FALSE
Nikolay,Sokolov,Aleksandrovich,1989.9.12,SokolovNikolay1989@google.com,45000,FALSE
Ivan,Sidorov,Davidovich,1980.6.20,SidorovIvan1980@yandex.ru,70000,TRUE
Pavel,Zuev,Alexeyevich,1996.10.5,ZuevPavel1996@google.com,190000,FALSE
Yulia,Zueva,Sergeevna,1985.4.12,ZuevaYulia1985@google.com,70000,FALSE
Eva,Lebedeva,Nikolaevna,1989.6.23,LebedevaEva1989@mail.ru,195000,FALSE
Rita,Ershova,Vasilievna,1991.4.3,ErshovaRita1991@yandex.ru,135000,FALSE
Ivan,Belov,Ivanovich,1993.6.20,BelovIvan1993@mail.ru,140000,FALSE
Nikita,Ershov,Petrovich,1996.10.11,ErshovNikita1996@mail.ru,110000,TRUE
Valeria,Lazareva,Nikolaevna,1989.10.21,LazarevaValeria1989@google.com,35000,FALSE
Petr,Belov,Sergeevich,1980.1.23,BelovPetr1980@google.com,50000,FALSE
Valeria,Fedotova,Nikolaevna,1992.2.24,FedotovaValeria1992@google.com,115000,FALSE
Elena,Fedotova,Sergeevna,1994.11.25,FedotovaElena1994@google.com,175000,FALSE
David,Semenov,Petrovich,1987.3.12,SemenovDavid1987@google.com,25000,TRUE
Varvara,Zueva,Petrovna,1986.9.20,ZuevaVarvara1986@google.com,195000,TRUE
Varvara,Fedotova,Gennadievna,1988.4.14,FedotovaVarvara1988@google.com,105000,FALSE
David,Lebedev,Vasilievich,1998.9.17,LebedevDavid1998@google.com,145000,FALSE
Philipp,Semenov,Nikolaevich,1982.10.6,SemenovPhilipp1982@google.com,160000,TRUE
Lev,Fedotov,Aleksandrovich,1980.10.21,FedotovLev1980@google.com,20000,TRUE
Varvara,Lazareva,Petrovna,1986.3.19,LazarevaVarvara1986@yandex.ru,105000,TRUE
Oleg,Belov,Nikolaevich,2000.4.11,BelovOleg2000@google.com,120000,TRUE
Ivan,Belov,Gennadievich,1987.3.5,BelovIvan1987@google.com,195000,TRUE
Oleg,Lebedev,Nikolaevich,1981.1.24,LebedevOleg1981@mail.ru,15000,TRUE
Ivan,Belov,Petrovich,1992.3.8,BelovIvan1992@yandex.ru,135000,TRUE
Yulia,Ershova,Ivanovna,1998.3.21,ErshovaYulia1998@google.com,5000,TRUE
Elena,Semenova,Zaharovna,1989.10.28,SemenovaElena1989@mail.ru,85000,TRUE
Oleg,Ershov,Zaharovich,1989.5.1,ErshovOleg1989@google.com,125000,FALSE
Tatyana,Belova,Zaharovna,1981.3.9,BelovaTatyana1981@yandex.ru,30000,FALSE
Lev,Sokolov,Davidovich,1990.3.18,SokolovLev1990@mail.ru,80000,FALSE
Valeria,Bogdanova,Zaharovna,1990.1.18,BogdanovaValeria1990@google.com,95000,FALSE
Nikolay,Popov,Nikolaevich,2000.9.26,PopovNikolay2000@google.com,130000,TRUE
Philipp,Popov,Aleksandrovich,1995.4.27,PopovPhilipp1995@mail.ru,65000,FALSE
Varvara,Semenova,Gennadievna,1996.1.1,SemenovaVarvara1996@yandex.ru,165000,FALSE
Ivan,Sokolov,Alexeyevich,2000.2.17,SokolovIvan2000@google.com,150000,TRUE
Sergey,Sidorov,Davidovich,1984.3.21,SidorovSergey1984@yandex.ru,105000,FALSE
Oleg,Sidorov,Zaharovich,2001.3.13,SidorovOleg2001@yandex.ru,150000,TRUE
Nikolay,Sokolov,Sergeevich,1989.5.14,SokolovNikolay1989@mail.ru,150000,TRUE
Georgiy,Sidorov,Gennadievich,1991.5.4,SidorovGeorgiy1991@mail.ru,100000,FALSE
Elena,Bogdanova,Aleksandrovna,1998.10.4,BogdanovaElena1998@yandex.ru,10000,TRUE
Ivan,Lebedev,Petrovich,1990.1.6,LebedevIvan1990@yandex.ru,60000,FALSE
Ivan,Bogdanov,Nikolaevich,1993.8.23,BogdanovIvan1993@yandex.ru,115000,FALSE
Yulia,Osipova,Vasilievna,1998.12.28,OsipovaYulia1998@mail.ru,190000,TRUE
Alexey,Sokolov,Alexeyevich,1998.9.21,SokolovAlexey1998@yandex.ru,160000,TRUE
Petr,Zuev,Vasilievich,1987.1.25,ZuevPetr1987@mail.ru,155000,FALSE
Oksana,Ershova,Maksimovna,2001.1.24,ErshovaOksana2001@google.com,5000,FALSE
Elena,Zueva,Davidovna,2000.5.17,ZuevaElena2000@mail.ru,25000,FALSE
Oksana,Sokolova,Gennadievna,1991.3.27,SokolovaOksana1991@mail.ru,35000,TRUE
Elena,Semenova,Zaharovna,1990.7.1,SemenovaElena1990@google.com,40000,FALSE
Alexey,Bogdanov,Nikolaevich,1995.1.18,BogdanovAlexey1995@mail.ru,200000,TRUE
Lev,Belov,Gennadievich,2001.11.26,BelovLev2001@mail.ru,80000,FALSE
Ekaterina,Belova,Petrovna,1998.3.19,BelovaEkaterina1998@yandex.ru,150000,FALSE
Violetta,Fedotova,Ivanovna,1986.11.16,FedotovaVioletta1986@mail.ru,70000,FALSE
Alexey,Sidorov,Petrovich,1994.12.8,SidorovAlexey1994@google.com,95000,TRUE
Eva,Ershova,Maksimovna,1981.7.4,ErshovaEva1981@yandex.ru,35000,FALSE
Violetta,Zueva,Alexeyevna,1999.6.17,ZuevaVioletta1999@mail.ru,170000,TRUE
Larisa,Osipova,Zaharovna,1984.3.11,OsipovaLarisa1984@google.com,50000,FALSE
Nikolay,Sokolov,Aleksandrovich,1997.8.12,SokolovNikolay1997@mail.ru,30000,FALSE
David,Lazarev,Nikolaevich,1984.7.26,LazarevDavid1984@mail.ru,55000,TRUE
Varvara,Sidorova,Davidovna,1984.3.12,SidorovaVarvara1984@yandex.ru,150000,FALSE
Oksana,Semenova,Davidovna,1997.7.25,SemenovaOksana1997@yandex.ru,30000,TRUE
Elena,Sidorova,Aleksandrovna,1984.10.15,SidorovaElena1984@yandex.ru,20000,TRUE
Ivan,Fedotov,Sergeevich,1988.2.6,FedotovIvan1988@google.com,90000,FALSE
Oleg,Fedotov,Petrovich,1982.3.25,FedotovOleg1982@mail.ru,25000,FALSE
Yulia,Sidorova,Zaharovna,1995.5.7,SidorovaYulia1995@google.com,105000,FALSE
Yulia,Belova,Nikolaevna,1992.3.25,BelovaYulia1992@google.com,35000,TRUE
Oleg,Semenov,Vasilievich,2001.10.9,SemenovOleg2001@mail.ru,50000,TRUE
Valeria,Semenova,Petrovna,1980.8.17,SemenovaValeria1980@mail.ru,125000,FALSE
Alexey,Zuev,Vasilievich,1984.1.11,ZuevAlexey1984@mail.ru,165000,TRUE
Lev,Sidorov,Maksimovich,1999.11.3,SidorovLev1999@yandex.ru,60000,TRUE
Nikita,Bogdanov,Maksimovich,1998.12.8,BogdanovNikita1998@mail.ru,85000,FALSE
Valeria,Ershova,Sergeevna,1989.10.8,ErshovaValeria1989@mail.ru,195000,FALSE
Sergey,Bogdanov,Petrovich,1992.12.4,BogdanovSergey1992@google.com,110000,FALSE
Nikolay,Sokolov,Aleksandrovich,1992.10.6,SokolovNikolay1992@mail.ru,195000,FALSE
Philipp,Ershov,Nikolaevich,2000.6.2,ErshovPhilipp2000@yandex.ru,140000,TRUE
Ivan,Sokolov,Alexeyevich,1981.5.20,SokolovIvan1981@mail.ru,145000,TRUE
Alexey,Belov,Aleksandrovich,1983.11.19,BelovAlexey1983@mail.ru,25000,FALSE
Varvara,Lazareva,Zaharovna,1984.7.21,LazarevaVarvara1984@yandex.ru,55000,FALSE
Ekaterina,Bogdanova,Aleksandrovna,1983.6.4,BogdanovaEkaterina1983@yandex.ru,170000,TRUE
Lev,Sidorov,Ivanovich,1980.3.19,SidorovLev1980@yandex.ru,145000,FALSE
Georgiy,Lebedev,Petrovich,1984.8.12,LebedevGeorgiy1984@yandex.ru,130000,TRUE
Varvara,Lazareva,Vasilievna,1984.4.16,LazarevaVarvara1984@mail.ru,80000,FALSE
Oksana,Belova,Aleksandrovna,1983.2.20,BelovaOksana1983@yandex.ru,80000,TRUE
Sergey,Semenov,Gennadievich,1999.5.25,SemenovSergey1999@yandex.ru,40000,FALSE
Oleg,Lazarev,Zaharovich,1993.4.10,LazarevOleg1993@mail.ru,90000,TRUE
Pavel,Semenov,Maksimovich,1989.11.2,SemenovPavel1989@yandex.ru,165000,FALSE
Larisa,Belova,Petrovna,2000.5.13,BelovaLarisa2000@google.com,55000,TRUE
Oleg,Bogdanov,Davidovich,2001.9.23,BogdanovOleg2001@mail.ru,115000,FALSE
Rita,Ershova,Vasilievna,2001.11.23,ErshovaRita2001@yandex.ru,195000,FALSE
Oksana,Lebedeva,Sergeevna,1994.3.13,LebedevaOksana1994@yandex.ru,40000,TRUE
Elena,Ershova,Gennadievna,1996.9.3,ErshovaElena1996@yandex.ru,25000,FALSE
Varvara,Bogdanova,Alexeyevna,1987.5.11,BogdanovaVarvara1987@google.com,40000,TRUE
Larisa,Osipova,Davidovna,1995.9.17,OsipovaLarisa1995@google.com,40000,FALSE
David,Ershov,Alexeyevich,1993.10.5,ErshovDavid1993@mail.ru,140000,TRUE
Sergey,Sokolov,Zaharovich,1986.4.14,SokolovSergey1986@yandex.ru,50000,TRUE
Elena,Belova,Alexeyevna,1986.7.11,BelovaElena1986@google.com,5000,TRUE
Larisa,Lebedeva,Maksimovna,1993.6.6,LebedevaLarisa1993@mail.ru,30000,FALSE
Rita,Semenova,Alexeyevna,1980.1.11,SemenovaRita1980@google.com,90000,FALSE
Nikita,Lebedev,Nikolaevich,2000.2.11,LebedevNikita2000@google.com,170000,TRUE
Nikolay,Lazarev,Davidovich,1991.8.18,LazarevNikolay1991@yandex.ru,105000,FALSE
Rita,Semenova,Maksimovna,2001.7.23,SemenovaRita2001@google.com,50000,TRUE
David,Semenov,Vasilievich,1981.7.7,SemenovDavid1981@mail.ru,100000,TRUE
Larisa,Belova,Sergeevna,1986.4.3,BelovaLarisa1986@google.com,175000,TRUE
Philipp,Osipov,Davidovich,2000.12.21,OsipovPhilipp2000@yandex.ru,35000,TRUE
David,Zuev,Zaharovich,1981.3.25,ZuevDavid1981@mail.ru,85000,FALSE
Philipp,Fedotov,Ivanovich,1990.6.28,FedotovPhilipp1990@google.com,185000,FALSE
Sergey,Zuev,Nikolaevich,1998.2.24,ZuevSergey1998@mail.ru,100000,TRUE
Georgiy,Lebedev,Ivanovich,1981.11.3,LebedevGeorgiy1981@google.com,25000,FALSE
Georgiy,Osipov,Sergeevich,1987.4.2,OsipovGeorgiy1987@mail.ru,165000,TRUE
Varvara,Ershova,Maksimovna,1992.7.18,ErshovaVarvara1992@yandex.ru,105000,TRUE
Petr,Fedotov,Gennadievich,1985.12.9,FedotovPetr1985@yandex.ru,60000,FALSE
Alexey,Sokolov,Alexeyevich,2001.6.22,SokolovAlexey2001@yandex.ru,95000,FALSE
Dasha,Lebedeva,Maksimovna,1996.6.23,LebedevaDasha1996@mail.ru,110000,TRUE
Petr,Zuev,Ivanovich,1993.5.4,ZuevPetr1993@yandex.ru,70000,TRUE
Alexey,Sokolov,Gennadievich,1986.4.7,SokolovAlexey1986@mail.ru,175000,FALSE
Rita,Semenova,Aleksandrovna,1983.7.21,SemenovaRita1983@yandex.ru,200000,TRUE
Ekaterina,Lazareva,Gennadievna,1983.8.2,LazarevaEkaterina1983@mail.ru,185000,FALSE
Yulia,Popova,Petrovna,1981.9.22,PopovaYulia1981@yandex.ru,80000,TRUE
Eva,Bogdanova,Nikolaevna,1980.11.13,BogdanovaEva1980@mail.ru,120000,TRUE
Sergey,Fedotov,Nikolaevich,1991.4.7,FedotovSergey1991@mail.ru,160000,TRUE
Philipp,Osipov,Nikolaevich,1993.2.18,OsipovPhilipp1993@yandex.ru,95000,TRUE
Dasha,Belova,Aleksandrovna,1988.3.6,BelovaDasha1988@yandex.ru,35000,FALSE
Nikolay,Popov,Nikolaevich,2001.6.5,PopovNikolay2001@mail.ru,80000,FALSE
Varvara,Belova,Nikolaevna,1992.4.12,BelovaVarvara1992@google.com,40000,FALSE
Lev,Fedotov,Aleksandrovich,1981.11.19,FedotovLev1981@mail.ru,55000,TRUE
Rita,Lebedeva,Sergeevna,1986.10.9,LebedevaRita1986@google.com,100000,TRUE
Oleg,Osipov,Alexeyevich,1992.2.18,OsipovOleg1992@mail.ru,130000,FALSE
Nikita,Sidorov,Nikolaevich,1987.9.9,SidorovNikita1987@mail.ru,145000,TRUE
Violetta,Belova,Davidovna,1994.5.26,BelovaVioletta1994@mail.ru,90000,TRUE
Nikita,Popov,Sergeevich,1993.4.4,PopovNikita1993@mail.ru,170000,TRUE
Petr,Lebedev,Sergeevich,1996.4.19,LebedevPetr1996@yandex.ru,135000,TRUE
Georgiy,Ershov,Davidovich,1985.1.14,ErshovGeorgiy1985@mail.ru,200000,TRUE
Valeria,Sidorova,Petrovna,1990.3.19,SidorovaValeria1990@mail.ru,70000,TRUE
Ivan,Sokolov,Vasilievich,1998.11.20,SokolovIvan1998@google.com,110000,TRUE
Yulia,Bogdanova,Davidovna,1999.8.20,BogdanovaYulia1999@mail.ru,50000,TRUE
Philipp,Semenov,Nikolaevich,1997.8.19,SemenovPhilipp1997@mail.ru,60000,FALSE
Georgiy,Sidorov,Alexeyevich,1986.8.7,SidorovGeorgiy1986@yandex.ru,70000,FALSE
Alexey,Popov,Gennadievich,1995.12.10,PopovAlexey1995@google.com,60000,TRUE
Petr,Ershov,Sergeevich,1980.11.10,ErshovPetr1980@mail.ru,15000,FALSE
Nikolay,Lebedev,Aleksandrovich,1981.10.25,LebedevNikolay1981@google.com,165000,TRUE
Violetta,Sidorova,Aleksandrovna,1996.2.3,SidorovaVioletta1996@mail.ru,195000,TRUE
Oksana,Sokolova,Petrovna,1982.5.11,SokolovaOksana1982@yandex.ru,60000,FALSE
Sergey,Ershov,Nikolaevich,1994.11.6,ErshovSergey1994@mail.ru,15000,FALSE
Petr,Zuev,Zaharovich,1987.5.20,ZuevPetr1987@yandex.ru,90000,FALSE
Pavel,Semenov,Vasilievich,2001.1.15,SemenovPavel2001@google.com,110000,FALSE
Ekaterina,Sokolova,Nikolaevna,2001.4.24,SokolovaEkaterina2001@yandex.ru,100000,FALSE
Eva,Sidorova,Gennadievna,1980.6.5,SidorovaEva1980@mail.ru,90000,FALSE
Eva,Belova,Zaharovna,2000.10.27,BelovaEva2000@google.com,85000,FALSE
Petr,Belov,Aleksandrovich,1986.10.9,BelovPetr1986@google.com,5000,FALSE
Valeria,Popova,Sergeevna,1986.2.27,PopovaValeria1986@yandex.ru,75000,FALSE
Violetta,Sokolova,Ivanovna,1981.4.13,SokolovaVioletta1981@mail.ru,30000,FALSE
Petr,Sokolov,Nikolaevich,1993.7.24,SokolovPetr1993@mail.ru,60000,TRUE
Philipp,Sokolov,Nikolaevich,1986.2.15,SokolovPhilipp1986@google.com,175000,TRUE
Pavel,Sokolov,Petrovich,1997.7.26,SokolovPavel1997@google.com,55000,FALSE
Violetta,Lazareva,Davidovna,1991.12.26,LazarevaVioletta1991@yandex.ru,25000,FALSE
Ekaterina,Semenova,Nikolaevna,1986.11.27,SemenovaEkaterina1986@yandex.ru,110000,FALSE
